Place,Month,Users,Gender,Alcohol,Result
LIMERICK COUNTY,September,Car,female,no,Injured
MEATH,July,Car,male,no,Injured
CARLOW,March,Car,female,yes,Injured
DUBLIN,September,Cyclists,female,no,Injured
LIMERICK COUNTY,November,Car,female,no,Injured
DUBLIN,November,Car,male,no,Killed
MEATH,April,Car,male,no,Injured
KILDARE,July,Car,male,yes,Injured
TIPPERARY,May,Motorbike,male,no,Injured
KILDARE,August,Cyclists,male,yes,Injured
WATERFORD,June,Car,female,no,Injured
DUBLIN,April,Car,female,no,Injured
MONAGHAN,December,Pedestrians,male,yes,Injured
CLARE,April,Motorbike,female,yes,Injured
CORK,December,Car,male,yes,Injured
DUBLIN,May,Car,male,no,Injured
DONEGAL,July,Car,male,no,Injured
WEXFORD,August,Car,male,yes,Injured
MEATH,March,Pedestrians,female,yes,Injured
MAYO,December,Car,male,yes,Injured
GALWAY,February,Car,male,no,Injured
GALWAY,June,Car,male,no,Injured
KILDARE,May,Car,male,no,Injured
KILKENNY,May,Car,male,no,Injured
WATERFORD,September,Car,male,yes,Injured
CORK,January,Car,female,no,Injured
GALWAY,May,Car,male,no,Injured
WICKLOW,June,Pedestrians,female,no,Injured
GALWAY,January,Car,female,yes,Injured
SLIGO,October,Pedestrians,male,yes,Injured
KILKENNY,February,Car,male,no,Injured
LIMERICK COUNTY,September,Pedestrians,female,yes,Injured
DUBLIN,April,Car,male,no,Injured
ROSCOMMON,June,Car,female,no,Injured
DUBLIN,November,Car,female,no,Injured
LIMERICK COUNTY,August,Car,female,yes,Injured
CORK,April,Car,male,yes,Injured
CAVAN,September,Car,male,yes,Injured
GALWAY,May,Car,female,no,Injured
WEXFORD,January,Motorbike,female,no,Injured
DUBLIN,July,Car,female,no,Injured
DUBLIN,March,Pedestrians,male,no,Injured
CLARE,September,Car,male,no,Injured
LIMERICK COUNTY,June,Car,male,no,Injured
MAYO,September,Car,female,yes,Injured
WATERFORD,March,Car,female,yes,Injured
DUBLIN,August,Pedestrians,female,yes,Injured
CORK,January,Cyclists,male,yes,Killed
CLARE,July,Pedestrians,female,yes,Injured
TIPPERARY,October,Car,male,no,Injured
LIMERICK COUNTY,May,Car,male,no,Injured
WESTMEATH,February,Car,male,yes,Injured
TIPPERARY,September,Motorbike,female,no,Injured
GALWAY,August,Car,male,yes,Injured
LIMERICK COUNTY,June,Car,female,yes,Injured
MAYO,June,Car,male,no,Injured
DUBLIN,December,Car,male,yes,Injured
CORK,July,Car,female,no,Injured
DUBLIN,February,Cyclists,male,yes,Injured
KERRY,July,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
WATERFORD,November,Car,male,yes,Injured
KILDARE,November,Car,male,no,Injured
MAYO,April,Motorbike,male,no,Injured
TIPPERARY,November,Car,male,no,Injured
WATERFORD,May,Pedestrians,female,no,Injured
WEXFORD,December,Cyclists,female,yes,Injured
LAOIS,November,Car,female,no,Injured
WICKLOW,July,Cyclists,female,no,Injured
MONAGHAN,November,Car,female,yes,Killed
DUBLIN,October,Motorbike,female,no,Injured
WICKLOW,February,Car,male,no,Injured
MONAGHAN,May,Pedestrians,male,no,Injured
DUBLIN,March,Car,male,yes,Injured
CLARE,March,Car,female,no,Injured
WEXFORD,December,Car,female,yes,Injured
KILDARE,January,Car,male,yes,Injured
KILDARE,January,Car,male,yes,Injured
CLARE,May,Pedestrians,male,no,Injured
LEITRIM,December,Car,male,yes,Injured
GALWAY,October,Car,male,no,Injured
MONAGHAN,August,Car,male,no,Injured
CORK,October,Car,female,no,Injured
KILDARE,October,Car,female,no,Injured
DUBLIN,August,Car,male,no,Injured
KILDARE,June,Car,male,yes,Injured
DUBLIN,August,Car,male,yes,Injured
WICKLOW,April,Car,male,yes,Injured
DUBLIN,February,Car,male,no,Injured
DUBLIN,November,Motorbike,female,yes,Killed
DONEGAL,January,Car,male,yes,Injured
WESTMEATH,December,Cyclists,male,yes,Injured
CORK,February,Pedestrians,female,no,Injured
DUBLIN,June,Car,female,yes,Injured
LONGFORD,June,Car,female,no,Injured
CORK,August,Car,male,yes,Injured
WESTMEATH,January,Cyclists,male,yes,Injured
CORK,June,Car,male,no,Injured
DUBLIN,September,Car,female,no,Injured
CORK,October,Car,male,no,Injured
DUBLIN,May,Motorbike,female,no,Injured
KILKENNY,November,Car,female,yes,Injured
MAYO,October,Car,male,no,Injured
TIPPERARY,February,Pedestrians,female,no,Injured
DUBLIN,December,Car,male,yes,Injured
LOUTH,October,Car,female,no,Injured
CLARE,April,Car,female,no,Injured
OFFALY,November,Car,male,no,Injured
DUBLIN,February,Car,male,no,Injured
DUBLIN,February,Car,male,yes,Injured
DUBLIN,January,Cyclists,female,no,Injured
CORK,December,Cyclists,male,no,Injured
DUBLIN,April,Car,male,no,Injured
CARLOW,May,Pedestrians,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
SLIGO,April,Car,female,yes,Injured
OFFALY,December,Car,male,no,Injured
DUBLIN,June,Car,female,yes,Injured
DUBLIN,May,Car,female,yes,Injured
DONEGAL,June,Car,male,no,Injured
DUBLIN,September,Pedestrians,female,no,Injured
DUBLIN,April,Pedestrians,male,yes,Injured
CORK,February,Car,female,no,Injured
DUBLIN,December,Car,female,yes,Injured
GALWAY,October,Car,male,no,Injured
CARLOW,October,Car,male,yes,Injured
DUBLIN,May,Car,male,yes,Injured
DUBLIN,December,Motorbike,male,yes,Injured
DUBLIN,July,Car,male,no,Injured
DUBLIN,October,Cyclists,male,no,Injured
CORK,June,Cyclists,female,yes,Injured
WEXFORD,November,Car,male,no,Injured
CORK,January,Car,female,yes,Injured
KILDARE,March,Car,female,no,Injured
CORK,November,Car,female,yes,Injured
DUBLIN,August,Pedestrians,male,no,Injured
LIMERICK COUNTY,June,Car,female,yes,Injured
GALWAY,July,Car,female,yes,Injured
CORK,December,Car,male,no,Injured
CORK,October,Cyclists,female,no,Injured
TIPPERARY,May,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
WEXFORD,August,Cyclists,male,no,Injured
WATERFORD,February,Car,male,yes,Injured
CORK,April,Motorbike,female,yes,Injured
GALWAY,September,Car,female,no,Injured
CORK,October,Car,female,yes,Injured
CORK,December,Car,male,no,Injured
LOUTH,October,Car,female,no,Injured
DUBLIN,April,Motorbike,female,no,Injured
WEXFORD,July,Pedestrians,male,no,Injured
SLIGO,October,Cyclists,male,yes,Killed
CORK,September,Pedestrians,male,no,Injured
DUBLIN,January,Car,male,no,Injured
CORK,November,Car,male,no,Injured
KILDARE,July,Motorbike,male,no,Injured
CORK,May,Car,female,yes,Injured
ROSCOMMON,March,Car,male,no,Injured
DUBLIN,June,Car,female,yes,Injured
GALWAY,November,Car,male,no,Injured
MEATH,January,Car,female,no,Injured
KERRY,November,Car,male,yes,Injured
KERRY,March,Car,male,yes,Injured
TIPPERARY,November,Cyclists,male,no,Injured
DUBLIN,May,Cyclists,female,no,Injured
CORK,July,Motorbike,female,yes,Injured
KILDARE,July,Car,male,no,Injured
CORK,July,Cyclists,male,yes,Injured
DUBLIN,December,Car,female,yes,Injured
DUBLIN,June,Car,male,yes,Killed
WEXFORD,May,Car,female,no,Injured
DUBLIN,October,Car,male,no,Killed
GALWAY,June,Pedestrians,male,no,Injured
WEXFORD,March,Car,male,no,Injured
ROSCOMMON,July,Cyclists,female,yes,Injured
LIMERICK COUNTY,January,Pedestrians,male,no,Injured
DUBLIN,July,Car,female,no,Injured
CORK,September,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
CORK,November,Car,female,no,Injured
WEXFORD,January,Pedestrians,female,no,Injured
DONEGAL,September,Car,male,yes,Injured
DUBLIN,August,Car,male,no,Injured
LIMERICK COUNTY,December,Pedestrians,male,no,Injured
DUBLIN,April,Cyclists,male,no,Injured
KILDARE,May,Pedestrians,female,yes,Injured
SLIGO,May,Motorbike,male,no,Injured
KILDARE,July,Car,female,no,Injured
GALWAY,November,Cyclists,male,yes,Injured
ROSCOMMON,January,Car,male,no,Injured
MONAGHAN,July,Car,male,yes,Injured
WICKLOW,July,Car,female,no,Injured
WEXFORD,March,Car,male,yes,Injured
WESTMEATH,December,Cyclists,male,yes,Injured
GALWAY,November,Pedestrians,female,yes,Injured
MAYO,September,Pedestrians,female,no,Injured
KILKENNY,May,Cyclists,male,no,Injured
MAYO,May,Pedestrians,male,no,Injured
DUBLIN,July,Car,female,no,Injured
WATERFORD,May,Car,male,yes,Injured
TIPPERARY,November,Cyclists,male,no,Injured
LOUTH,September,Car,male,yes,Injured
DUBLIN,January,Car,male,no,Injured
GALWAY,October,Car,female,yes,Injured
DUBLIN,August,Car,male,yes,Injured
CORK,October,Car,female,no,Injured
KILDARE,February,Pedestrians,female,no,Injured
GALWAY,April,Car,male,no,Injured
DUBLIN,September,Car,male,yes,Injured
DUBLIN,May,Car,male,no,Injured
CORK,December,Car,male,no,Injured
KERRY,July,Car,female,no,Injured
WICKLOW,June,Car,male,yes,Injured
ROSCOMMON,August,Car,male,no,Injured
CARLOW,November,Car,female,no,Injured
CORK,March,Car,male,no,Injured
CAVAN,October,Car,female,no,Injured
DUBLIN,August,Pedestrians,male,no,Injured
WICKLOW,October,Motorbike,female,yes,Injured
GALWAY,March,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,November,Car,male,yes,Injured
ROSCOMMON,March,Car,male,no,Injured
KILDARE,January,Motorbike,female,yes,Injured
CORK,March,Car,female,yes,Killed
DUBLIN,October,Motorbike,male,no,Injured
CORK,April,Car,female,no,Injured
LIMERICK COUNTY,November,Car,female,yes,Injured
CORK,June,Car,male,no,Injured
CORK,August,Cyclists,male,no,Injured
LOUTH,January,Car,female,no,Injured
DUBLIN,August,Car,male,no,Injured
WICKLOW,August,Car,male,no,Injured
KERRY,July,Car,male,yes,Injured
MEATH,March,Car,female,no,Injured
TIPPERARY,September,Cyclists,male,yes,Injured
MONAGHAN,March,Car,female,no,Injured
DUBLIN,March,Car,male,no,Injured
LIMERICK COUNTY,August,Motorbike,female,yes,Injured
CARLOW,August,Car,male,no,Injured
MONAGHAN,July,Pedestrians,female,no,Injured
DUBLIN,January,Car,female,yes,Injured
WICKLOW,August,Pedestrians,male,no,Injured
WEXFORD,September,Car,female,no,Injured
KILDARE,March,Pedestrians,male,no,Injured
CORK,January,Motorbike,female,no,Injured
LOUTH,February,Car,male,no,Injured
DUBLIN,August,Car,female,yes,Injured
GALWAY,May,Car,male,no,Injured
DUBLIN,February,Pedestrians,female,no,Injured
TIPPERARY,October,Car,female,yes,Injured
GALWAY,April,Cyclists,female,yes,Injured
OFFALY,October,Car,male,no,Injured
OFFALY,November,Car,male,yes,Injured
KILDARE,August,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,no,Injured
LONGFORD,February,Car,female,no,Injured
LIMERICK COUNTY,December,Cyclists,male,yes,Injured
DONEGAL,March,Car,female,no,Injured
MEATH,November,Car,female,yes,Injured
CORK,September,Pedestrians,female,no,Injured
DUBLIN,January,Cyclists,male,yes,Injured
TIPPERARY,July,Motorbike,male,no,Injured
KILDARE,July,Car,male,yes,Injured
DUBLIN,February,Car,male,no,Injured
WESTMEATH,October,Pedestrians,male,yes,Injured
LIMERICK COUNTY,August,Car,female,no,Killed
KILDARE,May,Car,male,no,Injured
WICKLOW,March,Motorbike,male,yes,Injured
SLIGO,January,Car,female,no,Injured
LIMERICK COUNTY,November,Car,female,no,Injured
CORK,December,Pedestrians,female,yes,Injured
DUBLIN,February,Car,female,yes,Injured
GALWAY,November,Car,female,yes,Injured
LAOIS,May,Car,male,no,Injured
LEITRIM,September,Car,male,yes,Injured
MAYO,September,Car,male,yes,Injured
WATERFORD,May,Car,female,yes,Injured
KILDARE,October,Car,female,yes,Injured
WICKLOW,July,Car,male,no,Injured
CORK,April,Car,male,yes,Injured
GALWAY,July,Car,male,yes,Injured
CORK,January,Pedestrians,male,yes,Injured
MAYO,June,Cyclists,female,no,Injured
OFFALY,February,Car,male,no,Injured
KERRY,December,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
CORK,January,Car,male,yes,Injured
KILDARE,October,Car,male,yes,Injured
DUBLIN,December,Motorbike,female,no,Injured
CORK,April,Pedestrians,male,no,Killed
MAYO,June,Pedestrians,male,yes,Injured
MAYO,June,Car,male,no,Injured
DUBLIN,April,Cyclists,female,yes,Injured
DONEGAL,August,Cyclists,male,no,Injured
GALWAY,June,Car,female,no,Injured
CORK,April,Car,female,no,Injured
MEATH,October,Pedestrians,male,no,Injured
GALWAY,March,Car,female,no,Injured
WEXFORD,October,Cyclists,female,yes,Injured
CORK,March,Cyclists,female,no,Injured
LOUTH,July,Car,male,yes,Injured
MONAGHAN,October,Car,female,no,Injured
MAYO,February,Pedestrians,male,no,Injured
GALWAY,October,Car,female,yes,Injured
KERRY,August,Car,male,no,Injured
KILKENNY,October,Motorbike,male,no,Injured
CORK,December,Car,male,yes,Injured
WICKLOW,January,Cyclists,male,yes,Injured
DUBLIN,December,Car,male,no,Injured
LIMERICK COUNTY,July,Car,male,no,Injured
CORK,April,Car,male,yes,Injured
CORK,December,Car,male,no,Injured
GALWAY,April,Car,female,no,Injured
DUBLIN,December,Car,male,yes,Injured
GALWAY,April,Car,female,no,Injured
CORK,December,Motorbike,male,no,Injured
DUBLIN,January,Car,female,no,Injured
DUBLIN,May,Pedestrians,male,no,Injured
KILDARE,March,Car,female,no,Injured
CORK,September,Car,female,no,Injured
WEXFORD,September,Car,male,no,Injured
KERRY,September,Motorbike,female,no,Injured
LOUTH,October,Car,female,yes,Injured
WESTMEATH,February,Pedestrians,female,no,Injured
DUBLIN,April,Car,female,yes,Injured
KERRY,August,Pedestrians,male,no,Injured
MEATH,December,Pedestrians,male,no,Injured
CORK,August,Car,male,no,Injured
MEATH,March,Cyclists,male,yes,Injured
CORK,November,Car,female,no,Injured
DUBLIN,March,Car,female,yes,Injured
LOUTH,February,Cyclists,female,no,Injured
CORK,May,Car,female,no,Injured
LIMERICK COUNTY,July,Car,male,no,Injured
WICKLOW,September,Cyclists,male,no,Injured
DUBLIN,September,Pedestrians,male,no,Injured
DUBLIN,August,Car,female,no,Injured
CORK,January,Car,female,no,Injured
CORK,May,Car,female,no,Injured
DUBLIN,November,Car,female,no,Injured
ROSCOMMON,October,Cyclists,female,no,Injured
GALWAY,November,Car,female,no,Injured
DUBLIN,August,Car,male,yes,Injured
DONEGAL,January,Car,male,no,Injured
WICKLOW,April,Car,male,no,Injured
MAYO,December,Car,female,no,Injured
DUBLIN,July,Pedestrians,female,no,Injured
WESTMEATH,November,Car,male,yes,Injured
KILDARE,June,Car,female,no,Injured
DUBLIN,April,Motorbike,female,no,Injured
GALWAY,July,Car,male,no,Injured
DUBLIN,December,Pedestrians,female,no,Injured
DUBLIN,August,Car,female,no,Injured
LIMERICK COUNTY,August,Car,female,no,Injured
MONAGHAN,July,Car,female,no,Injured
DUBLIN,June,Car,female,yes,Injured
DUBLIN,October,Car,male,yes,Injured
WEXFORD,May,Car,female,no,Injured
DUBLIN,October,Pedestrians,female,yes,Injured
MAYO,December,Car,male,yes,Injured
SLIGO,June,Car,male,no,Injured
MAYO,December,Motorbike,female,no,Injured
DUBLIN,September,Pedestrians,male,no,Injured
DUBLIN,May,Pedestrians,female,yes,Injured
KILKENNY,May,Car,male,yes,Injured
KILDARE,June,Car,male,no,Injured
WEXFORD,January,Motorbike,female,no,Injured
DUBLIN,January,Car,male,no,Injured
KERRY,March,Pedestrians,female,no,Injured
DUBLIN,August,Car,male,no,Injured
KILKENNY,September,Cyclists,male,no,Injured
GALWAY,July,Car,male,no,Injured
WEXFORD,May,Car,female,no,Injured
LOUTH,April,Pedestrians,female,no,Injured
GALWAY,January,Cyclists,female,yes,Injured
GALWAY,August,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
DUBLIN,August,Car,female,yes,Injured
DUBLIN,November,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
DUBLIN,June,Car,female,no,Injured
DUBLIN,March,Cyclists,female,yes,Injured
DUBLIN,July,Car,male,no,Injured
DUBLIN,January,Car,male,yes,Injured
DUBLIN,August,Car,female,no,Injured
MAYO,May,Car,female,yes,Injured
DONEGAL,July,Motorbike,male,no,Injured
WICKLOW,June,Car,male,yes,Injured
DUBLIN,January,Car,female,no,Injured
CORK,March,Car,male,no,Killed
LIMERICK COUNTY,June,Car,male,no,Injured
CORK,March,Car,male,no,Injured
GALWAY,September,Car,female,no,Injured
KILDARE,August,Car,female,no,Injured
WATERFORD,December,Car,male,yes,Injured
SLIGO,November,Pedestrians,female,yes,Injured
GALWAY,December,Cyclists,male,no,Injured
TIPPERARY,October,Cyclists,male,no,Injured
OFFALY,March,Motorbike,male,no,Injured
DONEGAL,January,Car,male,no,Injured
LIMERICK COUNTY,November,Pedestrians,male,no,Injured
MAYO,June,Car,male,yes,Injured
LIMERICK COUNTY,August,Cyclists,male,no,Injured
DUBLIN,April,Car,female,no,Injured
CLARE,May,Pedestrians,female,no,Injured
DUBLIN,November,Car,female,yes,Injured
CLARE,November,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
SLIGO,August,Car,female,no,Injured
GALWAY,November,Car,female,yes,Injured
DONEGAL,February,Car,male,no,Injured
WESTMEATH,January,Car,male,yes,Injured
CORK,June,Cyclists,male,yes,Injured
LOUTH,May,Car,male,yes,Injured
DUBLIN,May,Car,male,no,Injured
CORK,October,Car,male,yes,Injured
DUBLIN,July,Car,male,yes,Injured
DUBLIN,March,Cyclists,male,yes,Injured
KILDARE,September,Car,male,yes,Injured
CARLOW,March,Car,male,no,Injured
DUBLIN,July,Cyclists,male,no,Injured
DUBLIN,May,Car,male,no,Injured
DONEGAL,June,Pedestrians,male,no,Injured
MEATH,June,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
CORK,June,Car,female,yes,Injured
MONAGHAN,August,Pedestrians,male,no,Injured
TIPPERARY,July,Car,male,no,Injured
WICKLOW,September,Car,female,no,Injured
WEXFORD,June,Pedestrians,female,no,Injured
GALWAY,December,Pedestrians,female,no,Injured
DUBLIN,September,Pedestrians,female,no,Injured
LOUTH,June,Pedestrians,male,no,Injured
MAYO,June,Car,male,no,Injured
TIPPERARY,October,Car,female,no,Injured
DONEGAL,October,Car,female,yes,Injured
DUBLIN,October,Car,male,no,Injured
MEATH,December,Car,female,no,Injured
DUBLIN,May,Car,male,yes,Injured
GALWAY,June,Car,male,yes,Injured
MEATH,September,Car,male,yes,Injured
KILKENNY,October,Car,female,no,Injured
DONEGAL,January,Car,female,no,Injured
GALWAY,March,Car,female,no,Injured
WICKLOW,May,Car,female,no,Injured
DONEGAL,May,Car,male,yes,Injured
DUBLIN,June,Car,female,no,Injured
DUBLIN,July,Pedestrians,male,no,Injured
MONAGHAN,December,Car,female,no,Injured
TIPPERARY,May,Car,female,no,Injured
MEATH,November,Motorbike,female,yes,Injured
DUBLIN,December,Car,male,no,Injured
DUBLIN,November,Car,female,no,Injured
KILDARE,May,Car,male,yes,Injured
KILDARE,January,Cyclists,female,yes,Injured
DUBLIN,March,Car,male,yes,Injured
DUBLIN,December,Car,female,yes,Injured
LAOIS,August,Car,male,yes,Injured
DUBLIN,November,Car,female,yes,Injured
DUBLIN,April,Car,male,no,Injured
DUBLIN,October,Pedestrians,female,no,Injured
KILKENNY,September,Car,female,no,Injured
CORK,February,Cyclists,male,no,Injured
GALWAY,September,Car,female,no,Injured
WEXFORD,October,Car,male,yes,Injured
CORK,December,Car,male,no,Injured
TIPPERARY,August,Car,female,yes,Injured
DONEGAL,August,Cyclists,male,no,Injured
GALWAY,May,Car,male,yes,Injured
GALWAY,August,Cyclists,male,yes,Injured
DUBLIN,July,Car,male,no,Injured
KILKENNY,June,Pedestrians,female,yes,Injured
SLIGO,March,Car,male,yes,Injured
DUBLIN,November,Motorbike,male,no,Injured
GALWAY,January,Car,male,no,Killed
GALWAY,December,Car,male,no,Injured
OFFALY,February,Car,female,yes,Injured
GALWAY,April,Car,male,yes,Injured
CLARE,July,Car,male,no,Injured
DUBLIN,September,Motorbike,male,yes,Injured
MAYO,April,Car,female,no,Injured
KERRY,November,Car,male,no,Injured
LOUTH,February,Car,female,no,Injured
WATERFORD,July,Car,female,no,Killed
CLARE,October,Car,male,yes,Injured
CORK,September,Cyclists,male,no,Injured
DONEGAL,January,Pedestrians,female,no,Injured
KERRY,November,Cyclists,male,yes,Injured
LONGFORD,August,Car,female,no,Injured
DUBLIN,April,Car,female,no,Injured
TIPPERARY,December,Pedestrians,male,no,Injured
TIPPERARY,June,Car,male,no,Injured
DONEGAL,November,Car,female,no,Injured
KERRY,May,Car,female,no,Injured
WICKLOW,January,Car,female,yes,Injured
CLARE,December,Cyclists,female,yes,Injured
CORK,May,Car,female,no,Injured
DUBLIN,June,Car,female,no,Injured
TIPPERARY,April,Car,male,no,Injured
DUBLIN,April,Cyclists,male,no,Injured
CARLOW,October,Car,male,no,Injured
LIMERICK COUNTY,September,Car,female,no,Injured
DUBLIN,March,Car,male,yes,Injured
CORK,July,Pedestrians,female,no,Injured
CORK,March,Car,female,yes,Injured
TIPPERARY,February,Car,male,no,Injured
CARLOW,July,Car,female,no,Injured
KERRY,April,Car,male,no,Injured
KILDARE,September,Car,female,no,Injured
CORK,December,Pedestrians,male,no,Injured
DONEGAL,October,Cyclists,female,no,Injured
TIPPERARY,March,Cyclists,male,no,Injured
CORK,May,Car,female,no,Injured
ROSCOMMON,September,Car,female,no,Injured
DONEGAL,August,Car,female,yes,Injured
WICKLOW,December,Car,male,yes,Injured
GALWAY,July,Car,female,yes,Injured
